county,precinct,Gov_DEM,Gov_REP,LtGov_DEM,LtGov_REP,StHOR_DEM,StHOR_IND,StHOR_LIB,StHOR_REP,StSen_DEM,StSen_IND,StSen_REP,SP_DEM,SP_LIB,SP_REP,USHOR_DEM,USHOR_REP
Lawrence County,BOARD OF EDUCATION 25-1,239.0,657.0,171.0,702.0,295.0,,,591.0,,,676.0,68.0,,234.0,157.0,726.0
Lawrence County,CADDO FIRE  DEPT_,156.0,661.0,128.0,674.0,148.0,,,658.0,,,671.0,62.0,,342.0,108.0,698.0
Lawrence County,CADDO SR_ CENTER,158.0,669.0,129.0,697.0,148.0,,,676.0,,,699.0,38.0,,321.0,113.0,709.0
Lawrence County,CHALYBEATE FIRE DEPT 17-1,97.0,494.0,74.0,511.0,108.0,,,476.0,,,494.0,29.0,,222.0,70.0,518.0
Lawrence County,DONALD BAPTIST CHURCH,93.0,212.0,86.0,217.0,100.0,,,200.0,,,205.0,58.0,,95.0,85.0,217.0
Lawrence County,FAIRFIELD CH 22-1 & 30-1,53.0,151.0,37.0,159.0,50.0,,,151.0,,,159.0,23.0,,59.0,35.0,161.0
Lawrence County,FREEMAN TABERNACLE 26-1,155.0,17.0,156.0,12.0,156.0,,,13.0,,,18.0,131.0,,8.0,154.0,14.0
Lawrence County,HATTON CHURCH OF CHRIST,171.0,473.0,156.0,465.0,173.0,,,460.0,,,451.0,54.0,,185.0,138.0,482.0
Lawrence County,HILLSBORO CITY HALL 1-1,305.0,63.0,306.0,59.0,304.0,,,64.0,308.0,,54.0,263.0,,29.0,303.0,62.0
Lawrence County,HILLSBORO FIRE DEPT_,175.0,136.0,168.0,142.0,176.0,,,133.0,177.0,,133.0,129.0,,60.0,160.0,146.0
Lawrence County,KITCHENS MILL 29-1 & 35-1,87.0,421.0,77.0,426.0,97.0,,,404.0,,,425.0,26.0,,213.0,70.0,433.0
Lawrence County,LANDERSVILLE METHOD 12-1,77.0,189.0,71.0,186.0,78.0,,,183.0,,,183.0,31.0,,66.0,60.0,201.0
Lawrence County,LAWRENCE HEALTH DEPT 19-1,176.0,459.0,141.0,484.0,192.0,,,434.0,,,469.0,70.0,,191.0,133.0,496.0
Lawrence County,LINDSEY HALL CHURCH 31-1,12.0,39.0,8.0,43.0,17.0,,,32.0,,,40.0,2.0,,18.0,8.0,42.0
Lawrence County,LOOSIER CH OF CHRIST 16-1,69.0,161.0,62.0,161.0,68.0,,,161.0,,,157.0,14.0,,66.0,54.0,172.0
Lawrence County,MCCARLEY CTR_ 6-1,121.0,129.0,113.0,128.0,134.0,,,110.0,,,134.0,79.0,,44.0,99.0,147.0
Lawrence County,MOULTON CITY HALL 24-1,40.0,170.0,33.0,173.0,50.0,,,158.0,,,163.0,14.0,,73.0,32.0,178.0
Lawrence County,MT_ HOPE BAPT_ FELLOWSHIP,74.0,349.0,61.0,341.0,73.0,,,348.0,,,314.0,25.0,,99.0,53.0,356.0
Lawrence County,MT_ MORIAH METHODIST,80.0,383.0,76.0,369.0,104.0,,,352.0,,,371.0,27.0,,149.0,74.0,380.0
Lawrence County,NEW ZION BAPTIST,41.0,124.0,33.0,123.0,37.0,,,126.0,,,119.0,11.0,,37.0,25.0,134.0
Lawrence County,N_ COURTLAND SR_ CTR_,369.0,30.0,378.0,20.0,379.0,,,22.0,381.0,,20.0,327.0,,8.0,375.0,24.0
Lawrence County,PILGRAM MISSIONARY BAPT,60.0,382.0,60.0,364.0,109.0,,,323.0,,,377.0,17.0,,175.0,50.0,380.0
Lawrence County,PINE GROVE CH 36-1,82.0,379.0,56.0,403.0,76.0,,,379.0,,,393.0,18.0,,205.0,51.0,408.0
Lawrence County,PINEY GROVE CHURCH 32-1,17.0,73.0,14.0,74.0,15.0,,,73.0,,,75.0,6.0,,50.0,13.0,75.0
Lawrence County,PLEASANT GR 14 20 23 27-1,90.0,345.0,64.0,361.0,100.0,,,330.0,,,331.0,19.0,,127.0,59.0,366.0
Lawrence County,PROVISIONAL,13.0,31.0,11.0,33.0,16.0,,,28.0,2.0,,36.0,4.0,,17.0,11.0,33.0
Lawrence County,"RED BANK FIRE DEPT,",253.0,60.0,246.0,65.0,249.0,,,63.0,255.0,,55.0,226.0,,35.0,244.0,68.0
Lawrence County,SPEAKE FIRE DEPT_,129.0,417.0,104.0,435.0,164.0,,,373.0,,,433.0,53.0,,206.0,92.0,447.0
Lawrence County,TOWN CREEK  COMM CENTER,199.0,80.0,197.0,77.0,200.0,,,76.0,210.0,,66.0,167.0,,36.0,194.0,79.0
Lawrence County,WOLF SPRINGS BAPTIST,118.0,218.0,93.0,229.0,105.0,,,219.0,,,211.0,53.0,,89.0,84.0,238.0
Lee County,ABSENTEE BS 1-20,585.0,670.0,571.0,679.0,558.0,,,653.0,586.0,,670.0,383.0,,505.0,593.0,662.0
Lee County,ABSENTEE BS 21-45,199.0,343.0,195.0,341.0,200.0,,,270.0,197.0,,343.0,143.0,,274.0,194.0,345.0
Lee County,BEULAH FIRE DEPT #3,141.0,1073.0,144.0,1071.0,149.0,,,1063.0,141.0,,1071.0,106.0,,851.0,145.0,1073.0
Lee County,BEULAH HIGH SCHOOL,78.0,767.0,76.0,766.0,84.0,,,758.0,81.0,,762.0,40.0,,548.0,85.0,764.0
Lee County,BOYKIN COMM CTR,2166.0,1889.0,2145.0,1874.0,2081.0,,,1903.0,2215.0,,1809.0,1357.0,,1119.0,2273.0,1782.0
Lee County,CLARION INN S COLLEGE,2607.0,4017.0,2520.0,4042.0,2612.0,,,3219.0,2727.0,,3837.0,1423.0,,2444.0,2800.0,3819.0
Lee County,COVINGTON PARK COMM CTR,1022.0,163.0,1041.0,143.0,1038.0,,,133.0,1032.0,,143.0,909.0,,100.0,1036.0,142.0
Lee County,CRAWFORD VFD,313.0,378.0,314.0,376.0,314.0,,,373.0,306.0,,384.0,240.0,,283.0,315.0,376.0
Lee County,DEAN ROAD REC CTR,1521.0,1885.0,1488.0,1860.0,1442.0,,,1934.0,1592.0,,1784.0,748.0,,1026.0,1664.0,1732.0
Lee County,DOWNTOWN MARVYN,142.0,144.0,150.0,136.0,149.0,,,131.0,144.0,,136.0,114.0,,92.0,153.0,131.0
Lee County,EAMC HEALTH RESOURCE CTR,1003.0,1709.0,987.0,1703.0,1018.0,,,1133.0,972.0,,1704.0,591.0,,1153.0,1044.0,1660.0
Lee County,FARMVILLE VFD,418.0,898.0,403.0,907.0,532.0,,,,438.0,,860.0,203.0,,553.0,461.0,860.0
Lee County,FRANK BROWN REC CTR,2067.0,1853.0,2044.0,1856.0,2013.0,,,1697.0,2095.0,,1805.0,1137.0,,1095.0,2200.0,1731.0
Lee County,GLENWOOD SCHOOL,746.0,2113.0,760.0,2091.0,698.0,,,2158.0,740.0,,2112.0,508.0,,1634.0,769.0,2094.0
Lee County,LOACHAPOKA COMM CTR,713.0,438.0,719.0,425.0,798.0,,,,728.0,,420.0,592.0,,254.0,739.0,415.0
Lee County,OPELIKA LEARNING CTR,1449.0,519.0,1478.0,480.0,1484.0,,,470.0,1465.0,,491.0,1204.0,,332.0,1499.0,475.0
Lee County,OPELIKA REC CTR,588.0,963.0,560.0,978.0,594.0,,,940.0,583.0,,952.0,354.0,,633.0,623.0,921.0
Lee County,OPELIKA SPORTSPLEX,1123.0,2453.0,1111.0,2460.0,1190.0,,,2006.0,1127.0,,2443.0,714.0,,1662.0,1178.0,2399.0
Lee County,PINE GROVE CHURCH,253.0,718.0,267.0,701.0,253.0,,,708.0,264.0,,699.0,201.0,,513.0,261.0,710.0
Lee County,PROVIDENCE CHURCH,601.0,1317.0,588.0,1317.0,616.0,,,993.0,605.0,,1311.0,411.0,,919.0,629.0,1291.0
Lee County,PROVISIONAL BS 1-20,43.0,75.0,46.0,72.0,45.0,,,71.0,46.0,,70.0,33.0,,57.0,51.0,67.0
Lee County,PROVISIONAL BS 21-45,20.0,16.0,21.0,15.0,21.0,,,10.0,21.0,,15.0,18.0,,12.0,20.0,16.0
Lee County,SENIOR CTR SMITH STATION,519.0,1284.0,527.0,1278.0,513.0,,,1292.0,517.0,,1288.0,397.0,,976.0,536.0,1272.0
Lee County,SMITHS STATION AUDITORIUM,1445.0,2875.0,1456.0,2856.0,1420.0,,,2890.0,1457.0,,2856.0,1119.0,,2179.0,1462.0,2863.0
Lee County,UPTOWN WAVERLY,97.0,110.0,102.0,106.0,108.0,,,,99.0,,108.0,80.0,,80.0,100.0,109.0
Lee County,WACOOCHEE JR HIGH SCHOOL,162.0,568.0,166.0,563.0,174.0,,,552.0,173.0,,556.0,122.0,,402.0,172.0,559.0
Limestone County,ABSENTEE,445.0,771.0,421.0,781.0,315.0,3.0,,799.0,318.0,,788.0,265.0,,448.0,444.0,762.0
Limestone County,ARDMORE MUNICIPAL ANNEX,197.0,830.0,166.0,848.0,55.0,,,864.0,180.0,,832.0,82.0,,425.0,202.0,822.0
Limestone County,ATHENS RECREATION CTR,666.0,1593.0,604.0,1643.0,572.0,,,1671.0,621.0,,1609.0,320.0,,721.0,643.0,1607.0
Limestone County,ATHENS SENIOR CITIZEN CTR,356.0,634.0,343.0,639.0,344.0,,,632.0,360.0,,622.0,200.0,,281.0,362.0,628.0
Limestone County,BELMOR BAPTIST CHURCH,422.0,269.0,426.0,261.0,404.0,31.0,,248.0,,,320.0,308.0,,133.0,438.0,248.0
Limestone County,BETHEL CHURCH OF CHRIST,671.0,1903.0,615.0,1950.0,428.0,,,1955.0,628.0,,1930.0,319.0,,995.0,649.0,1919.0
Limestone County,CAPSHAW BAPTIST CHURCH,1216.0,1418.0,1194.0,1426.0,,,,1600.0,1220.0,,1400.0,723.0,,827.0,1208.0,1412.0
Limestone County,CLEMENTS BAPTIST CHURCH,237.0,707.0,201.0,730.0,222.0,,,701.0,222.0,,707.0,112.0,,318.0,236.0,708.0
Limestone County,COPELAND PRESBYTERIAN CH,285.0,886.0,275.0,893.0,13.0,,,930.0,268.0,,900.0,139.0,,468.0,292.0,873.0
Limestone County,ELKMONT TOWN HALL,199.0,782.0,169.0,801.0,173.0,,,789.0,175.0,,790.0,92.0,,334.0,196.0,776.0
Limestone County,ELKTON RD BAPTIST CHURCH,205.0,672.0,172.0,697.0,176.0,,,688.0,193.0,,668.0,96.0,,286.0,205.0,667.0
Limestone County,FIRST BAPT_ CHURCH TANNER,241.0,225.0,234.0,226.0,233.0,3.0,,227.0,,,247.0,178.0,,120.0,243.0,216.0
Limestone County,FRIENDSHIP UNITED METH CH,478.0,1142.0,437.0,1165.0,427.0,,,1172.0,457.0,,1142.0,244.0,,477.0,472.0,1132.0
Limestone County,GOODSPRINGS SENIOR CTR_,37.0,222.0,26.0,229.0,26.0,,,228.0,32.0,,220.0,14.0,,97.0,32.0,226.0
Limestone County,ISOM'S CHAPEL UNITED METH,383.0,1104.0,368.0,1120.0,96.0,,,1138.0,363.0,,1123.0,179.0,,573.0,389.0,1100.0
Limestone County,LAMB OF GOD LUTHERAN CH,1250.0,1820.0,1213.0,1834.0,1124.0,167.0,,1734.0,,,2033.0,669.0,,1084.0,1251.0,1807.0
Limestone County,LESTER TOWN HALL,17.0,77.0,16.0,77.0,13.0,,,79.0,16.0,,77.0,6.0,,31.0,19.0,75.0
Limestone County,LINDSAY LANE BAPTIST,598.0,1656.0,509.0,1743.0,479.0,,,1756.0,542.0,,1693.0,261.0,,787.0,557.0,1705.0
Limestone County,MAYS MEMORIAL BAPTIST,166.0,808.0,133.0,838.0,57.0,,,839.0,140.0,,832.0,73.0,,407.0,154.0,818.0
Limestone County,PINCHAM-LINCOLN CTR,907.0,627.0,891.0,632.0,879.0,,,644.0,902.0,,618.0,694.0,,298.0,907.0,620.0
Limestone County,PLEASANT GROVE FIRE DEPT,79.0,484.0,62.0,489.0,64.0,,,473.0,74.0,,473.0,28.0,,160.0,80.0,472.0
Limestone County,PROVISIONAL,71.0,140.0,64.0,143.0,58.0,2.0,,140.0,49.0,,146.0,46.0,,76.0,67.0,138.0
Limestone County,RIDDLES HALL,115.0,310.0,100.0,317.0,112.0,,,308.0,127.0,,293.0,63.0,,122.0,129.0,295.0
Limestone County,ROUND ISLAND BAPTIST CHUR,521.0,1015.0,506.0,1009.0,491.0,56.0,,957.0,181.0,,1018.0,323.0,,415.0,519.0,996.0
Limestone County,WEST LIMESTONE FIRE DEPT,81.0,393.0,78.0,388.0,86.0,,,383.0,81.0,,387.0,31.0,,136.0,76.0,397.0
Limestone County,WESTSIDE COMMUNITY CTR_,370.0,1550.0,319.0,1582.0,315.0,24.0,,1541.0,338.0,,1550.0,166.0,,623.0,348.0,1561.0
Limestone County,WOOLEY SPRINGS BAPTIST CH,208.0,1175.0,194.0,1186.0,57.0,,,1196.0,201.0,,1178.0,86.0,,603.0,225.0,1161.0
Lowndes County,ABSENTEE,169.0,56.0,172.0,51.0,170.0,,,,133.0,74.0,,132.0,,17.0,172.0,
Lowndes County,BETHEL CHURCH,240.0,67.0,246.0,59.0,263.0,,,,236.0,66.0,,209.0,,18.0,264.0,
Lowndes County,BURKEVILLE VOLUNTEER,272.0,119.0,282.0,107.0,301.0,,,,273.0,64.0,,228.0,,49.0,300.0,
Lowndes County,FT_ DEPOSIT ARMORY,346.0,192.0,381.0,151.0,401.0,,,,377.0,89.0,,304.0,,62.0,409.0,
Lowndes County,HAYNEVILLE C_H_ ANNEX,454.0,137.0,477.0,111.0,494.0,,,,453.0,102.0,,391.0,,42.0,491.0,
Lowndes County,LILY BAPTIST CHURCH,56.0,91.0,62.0,83.0,74.0,,,,65.0,33.0,,50.0,,42.0,78.0,
Lowndes County,LOWNDES CITY DEV OFFICE,153.0,231.0,155.0,227.0,178.0,,,,153.0,108.0,,133.0,,123.0,181.0,
Lowndes County,LOWNDESBORO CME CHURCH,83.0,281.0,76.0,286.0,121.0,,,,68.0,165.0,,49.0,,131.0,117.0,
Lowndes County,MOSSES TOWN HALL,547.0,42.0,573.0,15.0,576.0,,,,561.0,22.0,,496.0,,5.0,575.0,
Lowndes County,NEW HOPE CHURCH,256.0,15.0,266.0,7.0,265.0,,,,263.0,2.0,,240.0,,5.0,264.0,
Lowndes County,NEW SALEM CHURCH,234.0,108.0,240.0,100.0,260.0,,,,235.0,75.0,,210.0,,32.0,262.0,
Lowndes County,PROVISIONAL,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1.0,,0.0,0.0,
Lowndes County,SANDY RIDGE COMMUNITY CTR,117.0,120.0,115.0,123.0,129.0,,,,113.0,67.0,,94.0,,54.0,135.0,
Lowndes County,WHITEHALL TOWN HALL,560.0,96.0,568.0,79.0,582.0,,,,558.0,63.0,,494.0,,35.0,583.0,
Macon County,ABSENTEE,188.0,54.0,196.0,41.0,200.0,,,,199.0,,,151.0,0.0,16.0,193.0,48.0
Macon County,BROWNVILLE VFD,150.0,49.0,157.0,42.0,162.0,,,,164.0,,,129.0,0.0,31.0,154.0,44.0
Macon County,CHISHOLM COMM_ CTR_,175.0,131.0,170.0,134.0,192.0,,,,196.0,,,145.0,0.0,84.0,178.0,126.0
Macon County,COTTON VALLEY REC_ CENTER,204.0,29.0,217.0,16.0,219.0,,,,219.0,,,191.0,0.0,14.0,211.0,22.0
Macon County,DISTRICT 4 COMM_ CTR_,177.0,194.0,185.0,180.0,218.0,,,,212.0,,,135.0,0.0,85.0,182.0,185.0
Macon County,DISTRICT 4 RECREATION,231.0,16.0,237.0,8.0,238.0,,,,235.0,,,175.0,0.0,4.0,233.0,13.0
Macon County,FRANKLIN TOWN HALL,455.0,125.0,459.0,117.0,487.0,,,,491.0,,,335.0,1.0,39.0,460.0,116.0
Macon County,MARGARET MURRAY WASH HALL,168.0,2.0,167.0,1.0,164.0,,,,165.0,,,140.0,0.0,1.0,165.0,2.0
Macon County,NATIONAL GUARD ARMORY,853.0,67.0,884.0,32.0,877.0,,,,882.0,,,661.0,1.0,23.0,866.0,47.0
Macon County,NOTASULGA TOWN HALL,389.0,314.0,385.0,318.0,473.0,,,,468.0,,,314.0,0.0,111.0,397.0,305.0
Macon County,PRAIRIE FARM REC_CTR_,483.0,175.0,500.0,154.0,526.0,,,,522.0,,,399.0,0.0,84.0,482.0,170.0
Macon County,PROVISIONAL,20.0,2.0,21.0,0.0,21.0,,,,20.0,,,19.0,0.0,1.0,21.0,0.0
Macon County,SOJOURNER COMM_ CTR_,886.0,85.0,931.0,34.0,932.0,,,,929.0,,,695.0,0.0,15.0,920.0,46.0
Macon County,TUSKEGEE MUNICIPAL COMPLX,1035.0,63.0,1062.0,35.0,1067.0,,,,1076.0,,,843.0,0.0,16.0,1055.0,45.0
Macon County,VOLUNTEER FIRE STATION,197.0,49.0,199.0,46.0,213.0,,,,212.0,,,170.0,0.0,22.0,198.0,47.0
Macon County,WARRIOR DIST_2 REC_ CTR_,271.0,21.0,274.0,18.0,281.0,,,,279.0,,,252.0,0.0,11.0,273.0,19.0
Madison County,1ST BAPTIST CHURCH,1161.0,1474.0,990.0,1619.0,975.0,,,1470.0,913.0,,1676.0,428.0,0.0,851.0,1191.0,1443.0
Madison County,A & M UNIVERSITY NEW GYM,1002.0,38.0,1015.0,25.0,1021.0,,,,1013.0,,25.0,891.0,0.0,15.0,1009.0,28.0
Madison County,ABSENTEE #1,2078.0,2241.0,2018.0,2281.0,1593.0,,31.0,2063.0,1581.0,,2327.0,1150.0,0.0,1535.0,2128.0,2194.0
Madison County,ABSENTEE #2,338.0,462.0,329.0,466.0,33.0,,,521.0,311.0,,470.0,184.0,0.0,309.0,350.0,449.0
Madison County,ALDERSGATE UNITED METH_,1037.0,1850.0,979.0,1887.0,1115.0,,3.0,1748.0,,,1991.0,486.0,1.0,1200.0,1049.0,1836.0
Madison County,ALL NATIONS CHURCH,1007.0,736.0,995.0,741.0,1003.0,,55.0,440.0,1004.0,,729.0,711.0,4.0,497.0,1040.0,700.0
Madison County,BOB HARRISON SR_ CTR_,1494.0,187.0,1498.0,178.0,1518.0,,,24.0,1500.0,,168.0,1259.0,0.0,122.0,1507.0,170.0
Madison County,BOBO VOLUNTEER FIRE,501.0,1269.0,470.0,1293.0,,,,1344.0,480.0,,1268.0,295.0,0.0,892.0,516.0,1256.0
Madison County,BROWNSBORO BAPT_ CHURCH,437.0,1025.0,385.0,1071.0,38.0,,,1094.0,386.0,,1066.0,226.0,0.0,722.0,443.0,1019.0
Madison County,CALVARY HILL FRIENDSHIP C,764.0,122.0,781.0,103.0,793.0,,,,782.0,,98.0,656.0,0.0,64.0,778.0,107.0
Madison County,CHARLES STONE AG_ CTR_,373.0,127.0,368.0,129.0,381.0,,,72.0,363.0,,134.0,292.0,0.0,76.0,377.0,122.0
Madison County,CLEMENTS BAPTIST CHURCH,607.0,632.0,533.0,694.0,525.0,,,696.0,497.0,,711.0,229.0,0.0,363.0,640.0,601.0
Madison County,COMMUNITY FELLOWSHIP,845.0,1444.0,808.0,1457.0,691.0,,112.0,1451.0,517.0,,1491.0,402.0,7.0,908.0,876.0,1408.0
Madison County,COVE CHURCH AT CHASE,1678.0,2254.0,1617.0,2286.0,1753.0,,,1530.0,1599.0,,2273.0,999.0,0.0,1538.0,1695.0,2225.0
Madison County,COVE UNITED METHODIST CH_,963.0,2260.0,814.0,2388.0,738.0,,,2301.0,711.0,,2419.0,350.0,0.0,1522.0,951.0,2269.0
Madison County,COVENANT PRESBYTERIAN CH_,699.0,1166.0,599.0,1244.0,568.0,,,1269.0,555.0,,1288.0,287.0,0.0,753.0,714.0,1134.0
Madison County,CO_ COMMISSION DIST_ 1,416.0,1056.0,411.0,1051.0,,,,1102.0,64.0,,1098.0,248.0,0.0,726.0,428.0,1044.0
Madison County,DR_ RICHARD SHOWERS CTR_,1037.0,71.0,1048.0,60.0,1068.0,,,,1047.0,,59.0,877.0,0.0,39.0,1047.0,64.0
Madison County,FAITH LUTHERAN,1686.0,1670.0,1640.0,1704.0,523.0,,62.0,1836.0,1673.0,,1668.0,947.0,6.0,1007.0,1685.0,1672.0
Madison County,FIRE & RESCUE TRAINING,797.0,187.0,802.0,185.0,822.0,,,,802.0,,180.0,658.0,0.0,136.0,808.0,178.0
Madison County,FIRST BAPT_ MERIDANVILLE,779.0,744.0,739.0,769.0,762.0,,,747.0,750.0,,751.0,519.0,0.0,498.0,779.0,741.0
Madison County,FIRST CHURH OF GOD MADISO,549.0,941.0,536.0,934.0,,,,1020.0,577.0,,902.0,287.0,0.0,598.0,568.0,916.0
Madison County,FIRST MISSIONARY BAPTIST,1440.0,148.0,1441.0,144.0,1469.0,,,,1443.0,,137.0,1225.0,0.0,92.0,1447.0,141.0
Madison County,GRACE UNITED METHODIST,1759.0,1118.0,1717.0,1142.0,1021.0,,,688.0,1749.0,,1099.0,1022.0,0.0,683.0,1755.0,1119.0
Madison County,GURLEY SENIOR CENTER,165.0,642.0,154.0,640.0,,,,654.0,,,656.0,81.0,0.0,454.0,181.0,620.0
Madison County,HAMPTON COVE CHURCH,485.0,1191.0,424.0,1240.0,346.0,,,1213.0,325.0,,1271.0,167.0,0.0,746.0,503.0,1166.0
Madison County,HAROLD HARBIN GYM,313.0,1097.0,290.0,1113.0,205.0,,,1120.0,280.0,,1105.0,161.0,0.0,777.0,305.0,1100.0
Madison County,HARVEST BAPTIST CHURCH,1060.0,903.0,1050.0,901.0,1003.0,,,159.0,1067.0,,879.0,712.0,0.0,574.0,1083.0,880.0
Madison County,HILLWOOD BAPTIST CHURCH,1039.0,1446.0,1001.0,1464.0,1111.0,,6.0,1342.0,,,1581.0,523.0,0.0,932.0,1060.0,1425.0
Madison County,INTERGRAPH CORP_,1815.0,1574.0,1794.0,1580.0,1708.0,,170.0,1498.0,,,1850.0,1040.0,9.0,996.0,1838.0,1551.0
Madison County,JACKSON WAY BAPTIST,724.0,607.0,712.0,612.0,698.0,,,630.0,676.0,,635.0,337.0,0.0,377.0,767.0,558.0
Madison County,LAKEWOOD COMMUNITY CTR_,813.0,139.0,813.0,139.0,843.0,,,,813.0,,138.0,692.0,0.0,96.0,820.0,132.0
Madison County,LEWIS CHAPEL C_P_ CHURCH,242.0,44.0,245.0,40.0,251.0,,,,246.0,,39.0,208.0,0.0,28.0,247.0,40.0
Madison County,LITTLE INDIAN CREEK CH_,1104.0,1747.0,1052.0,1777.0,,,,1878.0,1060.0,,1782.0,603.0,0.0,1082.0,1098.0,1752.0
Madison County,LOCUST GROVE BAPTIST,667.0,1135.0,650.0,1151.0,313.0,,,1179.0,634.0,,1155.0,368.0,0.0,715.0,682.0,1120.0
Madison County,MADISON BAPTIST CHURCH,1063.0,1465.0,1049.0,1469.0,534.0,,55.0,1548.0,1096.0,,1415.0,519.0,5.0,912.0,1082.0,1440.0
Madison County,MADISON CHURCH OF CHRIST,660.0,873.0,631.0,898.0,547.0,,100.0,871.0,636.0,,884.0,329.0,4.0,517.0,670.0,863.0
Madison County,MADISON CITY HALL,1035.0,1340.0,986.0,1366.0,535.0,,103.0,1404.0,1051.0,,1306.0,476.0,6.0,776.0,1054.0,1322.0
Madison County,MADISON CO_ NATURE TRAIL,141.0,364.0,129.0,372.0,118.0,,21.0,360.0,,,382.0,64.0,0.0,217.0,139.0,361.0
Madison County,MADISON MISSION 7 DAY ADV,1048.0,1027.0,1018.0,1048.0,787.0,,107.0,1061.0,851.0,,1050.0,532.0,7.0,664.0,1042.0,1028.0
Madison County,MARY KELLY JOHNSTON GYM,335.0,570.0,327.0,577.0,338.0,,,537.0,314.0,,586.0,208.0,0.0,385.0,347.0,557.0
Madison County,MAYSVILLE CHURCH  CHRIST,667.0,1679.0,588.0,1749.0,,,,1806.0,,,1817.0,318.0,0.0,1108.0,656.0,1689.0
Madison County,MERIDANVILLE CH OF CHRIST,796.0,1503.0,783.0,1519.0,798.0,,,1445.0,765.0,,1517.0,467.0,0.0,1015.0,800.0,1505.0
Madison County,MONROVIA CH_ OF CHRIST,1754.0,1994.0,1733.0,1995.0,,,,2267.0,1786.0,,1936.0,1035.0,0.0,1300.0,1785.0,1956.0
Madison County,MONROVIA COMM_ CENTER,1544.0,1740.0,1552.0,1725.0,393.0,,,1491.0,1560.0,,1704.0,942.0,0.0,1141.0,1579.0,1703.0
Madison County,MONTE SANO FIRE STATION 2,409.0,355.0,381.0,371.0,366.0,,,383.0,364.0,,385.0,186.0,0.0,222.0,434.0,331.0
Madison County,MT_ ZION BAPTIST CHURCH,1680.0,2111.0,1653.0,2126.0,,,,2348.0,1672.0,,2100.0,978.0,0.0,1382.0,1689.0,2104.0
Madison County,NEW HOPE CITY HALL,280.0,1224.0,253.0,1246.0,5.0,,1.0,1291.0,,,1268.0,133.0,0.0,859.0,295.0,1201.0
Madison County,NEW MARKET FIRE STATION,241.0,653.0,209.0,679.0,,,,688.0,,,691.0,123.0,0.0,469.0,238.0,650.0
Madison County,NEW SHILOH CHURCH,949.0,91.0,961.0,79.0,976.0,,,,969.0,,69.0,763.0,0.0,52.0,970.0,72.0
Madison County,NORTHEAST HUNTSVILLE,418.0,537.0,390.0,559.0,269.0,,,568.0,382.0,,561.0,239.0,0.0,386.0,423.0,533.0
Madison County,OAKWOOD UNIVERSITY CHURCH,2643.0,481.0,2666.0,457.0,2698.0,,,,2657.0,,459.0,2117.0,0.0,305.0,2688.0,437.0
Madison County,OPTIMIST PARK,774.0,1040.0,720.0,1074.0,718.0,,,1084.0,711.0,,1080.0,360.0,0.0,679.0,810.0,999.0
Madison County,OWENS CROSS RDS CITY HALL,430.0,1259.0,370.0,1317.0,0.0,,0.0,1393.0,,,1379.0,191.0,0.0,888.0,417.0,1277.0
Madison County,PINEVIEW BAPTIST CHURCH,791.0,630.0,780.0,635.0,872.0,,,,774.0,,641.0,515.0,0.0,426.0,797.0,624.0
Madison County,PLAINVIEW CHURCH CHRIST,304.0,961.0,290.0,970.0,199.0,,,951.0,279.0,,970.0,160.0,0.0,649.0,306.0,959.0
Madison County,PLEASANT SPRINGS BAPTIST,257.0,37.0,257.0,37.0,262.0,,,,257.0,,36.0,195.0,0.0,29.0,259.0,36.0
Madison County,PLEVNA NEW MARKET FIRE #2,82.0,360.0,72.0,370.0,,,,368.0,,,370.0,47.0,0.0,231.0,86.0,355.0
Madison County,PROVISIONAL #1,369.0,297.0,379.0,281.0,301.0,,14.0,262.0,311.0,,294.0,145.0,0.0,139.0,383.0,279.0
Madison County,PROVISIONAL #2,26.0,33.0,27.0,33.0,2.0,,,37.0,27.0,,31.0,18.0,0.0,25.0,29.0,31.0
Madison County,RESTORATION CHURCH,1068.0,1575.0,996.0,1629.0,,,,1754.0,997.0,,1626.0,508.0,0.0,1014.0,1042.0,1595.0
Madison County,RIVERTREE CHURCH,1002.0,2202.0,882.0,2276.0,701.0,,,2216.0,676.0,,2329.0,425.0,0.0,1482.0,983.0,2211.0
Madison County,SHERWOOD BAPTIST CH_,1378.0,1081.0,1340.0,1101.0,,,,1321.0,1366.0,,1065.0,755.0,0.0,645.0,1390.0,1067.0
Madison County,SOUTHWOOD PRESBYTERIAN,570.0,1113.0,461.0,1197.0,511.0,,,1151.0,421.0,,1226.0,223.0,0.0,733.0,545.0,1132.0
Madison County,ST_ JOHN'S CATHOLIC CHURC,1095.0,2137.0,1055.0,2168.0,280.0,,58.0,2260.0,1074.0,,2145.0,479.0,0.0,1309.0,1117.0,2119.0
Madison County,ST_ LUKE CHRISTIAN,1482.0,263.0,1502.0,237.0,1554.0,,,,1507.0,,233.0,1179.0,0.0,138.0,1515.0,230.0
Madison County,THE DWELLING PLACE,1066.0,1903.0,1008.0,1946.0,879.0,,174.0,1894.0,110.0,,2047.0,543.0,17.0,1263.0,1054.0,1913.0
Madison County,TONEY UNITED METHODIST,759.0,1351.0,756.0,1343.0,194.0,,,1044.0,752.0,,1339.0,482.0,0.0,920.0,774.0,1337.0
